Experiment #,m/z,Compound,MT_sec,FPhe_RMT,Drug Class,pKa,logP,Van der Waals volume
24,310.1413,Fluoxetine,1027.86,0.931488228,Antidepressants,9.8,4.17,274.24
24,310.2165,Methadone,1030.8,0.934152575,Opioid,9.12,5.01,322.45
24,315.1623,Clomipramine,1025.82,0.929639498,Antidepressants,9.2,4.88,299.69
24,316.1543,Oxycodone,1014.9,0.919743353,Opioid,8.77,1.03,283.21
24,325.1711,Citalopram,1041.78,0.944103094,Antidepressants,9.78,3.76,303.78
24,326.0855,Midazolam,1008.96,0.914360285,Anesthetic,6.19,3.97,266.62
24,328.1543,Naloxone,1032.84,0.936001305,Opioid,8.39,1.48,291.96
24,337.2274,Fentanyl,1073.64,0.972975912,Opioid,8.77,3.82,339.46
24,340.2271,Propoxyphene,1053.72,0.954923604,Opioid,9.52,4.9,348.13
24,342.17,Naltrexone,1067.64,0.96753847,Other,9.35,1.27,304.76
24,351.1543,6-acetylmorphine,1052.7,0.953999239,Opioid,9.08,1.31,292.18
24,372.1586,Trazadone,1078.56,0.977434615,Antidepressants,7.09,3.13,326.98
24,388.1586,Flurazepam,1025.82,0.929639498,Sedative,8.71,3.95,346.17
24,399.2278,Mitragynine,1109.46,1.005437442,Opioid,7.04,3.3,376.57
25,141.1435,Amphetamine-d5,870.9,0.791180639,Internal Standard,10.01,1.8,144.86
25,172.1332,Gabapentin,940.56,0.854464188,Other,9.91,-1.27,176.16
25,177.1022,Cotinine,892.8,0.811075984,Other,4.79,0.21,165.31
25,178.1226,Mephedrone,923.64,0.83909299,Amphetamine,8.05,2.12,181.62
25,184.0768,F-Phe,1100.76,1,Internal Standard,9.45,-1.04,160.46
25,194.1176,MDMA,919.62,0.835440968,Amphetamine,10.14,1.86,185.76
25,208.0968,Methylone,933.6,0.848141284,Amphetamine,7.96,1.23,188.09
25,208.1332,MDEA,955.44,0.867982121,Amphetamine,10.22,2.22,202.74
25,222.1852,Tapentadol,995.28,0.904175297,Opioid,9.6,2.96,240.11
25,224.0837,Norketamine,955.44,0.867982121,Anesthetic,7.27,2.91,201.26
25,233.1648,Norfentanyl,981.36,0.891529489,Opioid,10.03,1.42,234.04
25,234.1489,Methylphenidate,983.34,0.893328246,Stimulant,9.09,2.25,230.61
25,234.1489,Normeperidine,961.44,0.873432901,Anesthetic,9.33,2.07,231.03
25,238.0993,Ketamine,960.42,0.872506268,Anesthetic,7.16,3.35,218.93
25,244.206,Phencyclidine,997.26,0.905974054,Anesthetic,10.56,4.49,260.25
25,248.1645,Meperidine,975.36,0.886078709,Anesthetic,8.16,2.46,248.67
25,256.1696,Diphenhydramine,988.32,0.897852393,Other,8.87,3.65,260.13
25,264.1747,Nortriptyline,1010.22,0.917747738,Antidepressants,10.47,4.43,265.01
25,267.1856,Desipramine,1005.24,0.913223591,Antidepressants,10.02,3.9,268
25,271.0633,Nordiazepam,1032.06,0.937588575,Sedative,2.85,3.21,225.42
25,276.1594,MDPV,1017.18,0.924070642,Stimulant,7.31,2.99,262.5
25,278.1903,Amitriptyline,1013.16,0.92041862,Antidepressants,9.76,4.81,282.76
25,278.1903,EDDP,989.28,0.898724518,Opioid,9.64,4.63,282.49
25,278.2115,Venlafaxine,1039.08,0.943965987,Antidepressants,8.91,2.74,289.28
25,281.2012,Imipramine,1009.2,0.916821105,Antidepressants,9.2,4.28,285.75
25,282.0873,Nitrazepam,1099.74,0.999073367,Sedative,2.65,2.55,233.74
25,284.1194,7-aminoflunitrazepam,973.38,0.884279952,Sedative,3.32,1.79,244.9
25,285.0789,Diazepam,1044,0.948435626,Sedative,2.92,3.08,242.85
25,286.0742,7-aminoclonazepam,978.36,0.888804099,Sedative,3.37,2.53,235.66
25,286.1438,Hydromorphone,1011.18,0.918619863,Opioid,9.08,1.47,256.88
25,286.1438,Morphine,1011.18,0.918619863,Opioid,9.12,0.9,255.64
25,286.1438,Norhydrocodone,1011.18,0.918619863,Opioid,10.13,1.58,256.72
25,290.1387,Benzoylecgonine,1151.52,1.046113594,Stimulant,9.54,-0.59,264.87
25,300.1594,Codeine,995.28,0.904175297,Opioid,13.78,1.34,273.31
25,300.1594,Hydrocodone,995.28,0.904175297,Opioid,9.17,1.96,274.49
25,302.1387,Noroxycodone,1016.16,0.92314401,Opioid,9.56,0.65,265.49
25,302.1387,Oxymorphone,1016.16,0.92314401,Opioid,8.75,0.64,265.48
25,302.1751,Dihydrocodeine,1013.16,0.92041862,Opioid,9.33,1.55,280.95
25,308.1757,Zolpidem,1061.94,0.964733457,Sedative,3.02,3.02,291.81
25,310.1413,Fluoxetine,1031.1,0.93671645,Antidepressants,9.8,4.17,274.24
25,310.2165,Methadone,1033.08,0.938515208,Opioid,9.12,5.01,322.45
25,315.1623,Clomipramine,1029.12,0.934917693,Antidepressants,9.2,4.88,299.69
25,316.1543,Oxycodone,1018.14,0.924942767,Opioid,8.77,1.03,283.21
25,325.1711,Citalopram,1044,0.948435626,Antidepressants,9.78,3.76,303.78
25,328.1543,Naloxone,1035.06,0.940313965,Opioid,8.39,1.48,291.96
25,337.2274,Fentanyl,1072.86,0.974653876,Opioid,8.77,3.82,339.46
25,340.2271,Propoxyphene,1053.96,0.95748392,Opioid,9.52,4.9,348.13
25,342.17,Naltrexone,1067.88,0.970129729,Other,9.35,1.27,304.76
25,352.1543,6-acetylmorphine,1053.96,0.95748392,Opioid,9.08,1.31,292.18
25,372.1586,Trazadone,1078.86,0.980104655,Antidepressants,7.09,3.13,326.98
25,388.1586,Flurazepam,1027.08,0.933064428,Sedative,8.71,3.95,346.17
25,399.2278,Mitragynine,1107.72,1.006322904,Opioid,7.04,3.3,376.57
26,141.1435,Amphetamine-d5,823.08,0.778768095,Internal Standard,10.01,1.8,144.86
26,160.1332,Pregabalin,886.74,0.839000852,Other,10.23,-1.35,170.24
26,172.1332,Gabapentin,892.74,0.844677831,Other,9.91,-1.27,176.16
26,177.1022,Cotinine,845.94,0.800397389,Other,4.79,0.21,165.31
26,178.1226,Mephedrone,875.82,0.828668748,Amphetamine,8.05,2.12,181.62
26,184.0768,F-Phe,1056.9,1,Internal Standard,9.45,-1.04,160.46
26,194.1176,MDMA,871.8,0.824865172,Amphetamine,10.14,1.86,185.76
26,208.0968,Methylone,885.72,0.838035765,Amphetamine,7.96,1.23,188.09
26,208.1332,MDEA,907.62,0.858756741,Amphetamine,10.22,2.22,202.74
26,222.1852,Tapentadol,947.46,0.896451888,Opioid,9.6,2.96,240.11
26,224.0837,Norketamine,906.66,0.857848425,Anesthetic,7.27,2.91,201.26
26,233.1648,Norfentanyl,932.52,0.882316208,Opioid,10.03,1.42,234.04
26,234.1489,Methylphenidate,935.52,0.885154698,Stimulant,9.09,2.25,230.61
26,234.1489,Normeperidine,912.6,0.863468635,Anesthetic,9.33,2.07,231.03
26,238.0993,Ketamine,911.64,0.862560318,Anesthetic,7.16,3.35,218.93
26,248.1645,Meperidine,926.52,0.876639228,Anesthetic,8.16,2.46,248.67
26,256.1696,Diphenhydramine,941.46,0.890774908,Other,8.87,3.65,260.13
26,264.1747,Nortriptyline,961.38,0.909622481,Antidepressants,10.47,4.43,265.01
26,264.1958,Tramadol,975.3,0.922793074,Opioid,9.23,2.45,272.29
26,267.1856,Desipramine,957.42,0.905875674,Antidepressants,10.02,3.9,268
26,271.0633,Nordiazepam,985.26,0.932216861,Sedative,2.85,3.21,225.42
26,276.1594,MDPV,970.32,0.918081181,Stimulant,7.31,2.99,262.5
26,278.1903,Amitriptyline,965.34,0.913369288,Antidepressants,9.76,4.81,282.76
26,278.1903,EDDP,941.46,0.890774908,Opioid,9.64,4.63,282.49
26,278.2115,Venlafaxine,992.22,0.938802157,Antidepressants,8.91,2.74,289.28
26,280.1696,Doxepin,964.38,0.912460971,Antidepressants,9.76,3.84,274.85
26,281.2012,Imipramine,961.38,0.909622481,Antidepressants,9.2,4.28,285.75
26,282.0873,Nitrazepam,1056.9,1,Sedative,2.65,2.55,233.74
26,284.1194,7-aminoflunitrazepam,927.54,0.877604315,Sedative,3.32,1.79,244.9
26,285.0789,Diazepam,998.22,0.944479137,Sedative,2.92,3.08,242.85
26,286.0742,7-aminoclonazepam,932.52,0.882316208,Sedative,3.37,2.53,235.66
26,286.1438,Hydromorphone,964.38,0.912460971,Opioid,9.08,1.47,256.88
26,286.1438,Morphine,964.38,0.912460971,Opioid,9.12,0.9,255.64
26,286.1438,Norhydrocodone,964.38,0.912460971,Opioid,10.13,1.58,256.72
26,290.1387,Benzoylecgonine,1109.64,1.049900653,Stimulant,9.54,-0.59,264.87
26,298.126,Duloxetine,977.28,0.924666477,Antidepressants,9.7,4.2,276.98
26,300.1594,Codeine,947.46,0.896451888,Opioid,13.78,1.34,273.31
26,300.1594,Hydrocodone,947.46,0.896451888,Opioid,9.17,1.96,274.49
26,302.1387,Noroxycodone,968.34,0.916207777,Opioid,9.56,0.65,265.49
26,302.1387,Oxymorphone,968.34,0.916207777,Opioid,8.75,0.64,265.48
26,302.1751,Dihydrocodeine,965.34,0.913369288,Opioid,9.33,1.55,280.95
26,308.1757,Zolpidem,1014.12,0.959523134,Sedative,3.02,3.02,291.81
26,310.1413,Fluoxetine,984.24,0.931251774,Antidepressants,9.8,4.17,274.24
26,310.2165,Methadone,986.28,0.933181947,Opioid,9.12,5.01,322.45
26,315.1623,Clomipramine,981.3,0.928470054,Antidepressants,9.2,4.88,299.69
26,316.1543,Oxycodone,970.32,0.918081181,Opioid,8.77,1.03,283.21
26,325.1711,Citalopram,996.18,0.942548964,Antidepressants,9.78,3.76,303.78
26,328.1543,Naloxone,988.26,0.935055351,Opioid,8.39,1.48,291.96
26,337.2274,Fentanyl,1027.08,0.97178541,Opioid,8.77,3.82,339.46
26,340.2271,Propoxyphene,1008.12,0.953846154,Opioid,9.52,4.9,348.13
26,342.17,Naltrexone,1022.1,0.967073517,Other,9.35,1.27,304.76
26,353.1543,6-acetylmorphine,1007.16,0.952937837,Opioid,9.08,1.31,292.18
26,372.1586,Trazadone,1033.02,0.97740562,Antidepressants,7.09,3.13,326.98
26,388.1586,Flurazepam,981.3,0.928470054,Sedative,8.71,3.95,346.17
26,399.2278,Mitragynine,1061.88,1.004711893,Opioid,7.04,3.3,376.57
27,141.1435,Amphetamine-d5,855,0.781678552,Internal Standard,10.01,1.8,144.86
27,160.1332,Pregabalin,894.78,0.818047175,Other,10.23,-1.35,170.24
27,172.1332,Gabapentin,925.68,0.846297312,Other,9.91,-1.27,176.16
27,177.1022,Cotinine,876.9,0.801700494,Other,4.79,0.21,165.31
27,178.1226,Mephedrone,909.72,0.831705979,Amphetamine,8.05,2.12,181.62
27,184.0768,F-Phe,1093.8,1,Internal Standard,9.45,-1.04,160.46
27,194.1176,MDMA,904.74,0.827153044,Amphetamine,10.14,1.86,185.76
27,208.0968,Methylone,917.7,0.839001646,Amphetamine,7.96,1.23,188.09
27,208.1332,MDEA,941.58,0.86083379,Amphetamine,10.22,2.22,202.74
27,222.1852,Tapentadol,982.38,0.898134942,Opioid,9.6,2.96,240.11
27,224.0837,Norketamine,941.58,0.86083379,Anesthetic,7.27,2.91,201.26
27,233.1648,Norfentanyl,966.48,0.883598464,Opioid,10.03,1.42,234.04
27,234.1489,Methylphenidate,970.44,0.88721887,Stimulant,9.09,2.25,230.61
27,234.1489,Normeperidine,947.52,0.866264399,Anesthetic,9.33,2.07,231.03
27,238.0993,Ketamine,946.56,0.865386725,Anesthetic,7.16,3.35,218.93
27,244.206,Phencyclidine,985.38,0.900877674,Anesthetic,10.56,4.49,260.25
27,248.1645,Meperidine,961.5,0.879045529,Anesthetic,8.16,2.46,248.67
27,256.1696,Diphenhydramine,975.42,0.891771805,Other,8.87,3.65,260.13
27,264.1747,Nortriptyline,997.32,0.911793747,Antidepressants,10.47,4.43,265.01
27,264.1958,Tramadol,1011.24,0.924520022,Opioid,9.23,2.45,272.29
27,267.1856,Desipramine,993.3,0.908118486,Antidepressants,10.02,3.9,268
27,271.0633,Nordiazepam,1021.2,0.933625891,Sedative,2.85,3.21,225.42
27,276.1594,MDPV,1006.26,0.919967087,Stimulant,7.31,2.99,262.5
27,278.1903,Amitriptyline,1001.28,0.915414152,Antidepressants,9.76,4.81,282.76
27,278.1903,EDDP,976.38,0.892649479,Opioid,9.64,4.63,282.49
27,278.2115,Venlafaxine,1028.16,0.939989029,Antidepressants,8.91,2.74,289.28
27,280.1696,Doxepin,999.3,0.91360395,Antidepressants,9.76,3.84,274.85
27,281.2012,Imipramine,997.32,0.911793747,Antidepressants,9.2,4.28,285.75
27,282.0873,Nitrazepam,1092.84,0.999122326,Sedative,2.65,2.55,233.74
27,284.1194,7-aminoflunitrazepam,961.5,0.879045529,Sedative,3.32,1.79,244.9
27,285.0789,Diazepam,1033.14,0.944541964,Sedative,2.92,3.08,242.85
27,286.0742,7-aminoclonazepam,965.46,0.882665935,Sedative,3.37,2.53,235.66
27,286.1438,Hydromorphone,1000.26,0.914481624,Opioid,9.08,1.47,256.88
27,286.1438,Morphine,1000.26,0.914481624,Opioid,9.12,0.9,255.64
27,286.1438,Norhydrocodone,1000.26,0.914481624,Opioid,10.13,1.58,256.72
27,290.1387,Benzoylecgonine,1145.58,1.04733955,Stimulant,9.54,-0.59,264.87
27,298.126,Duloxetine,1012.2,0.925397696,Antidepressants,9.7,4.2,276.98
27,300.1594,Codeine,983.4,0.899067471,Opioid,13.78,1.34,273.31
27,300.1594,Hydrocodone,983.4,0.899067471,Opioid,9.17,1.96,274.49
27,302.1387,Noroxycodone,1004.28,0.918156884,Opioid,9.56,0.65,265.49
27,302.1387,Oxymorphone,1004.28,0.918156884,Opioid,8.75,0.64,265.48
27,302.1751,Dihydrocodeine,1001.28,0.915414152,Opioid,9.33,1.55,280.95
27,308.1757,Zolpidem,1051.02,0.960888645,Sedative,3.02,3.02,291.81
27,310.1413,Fluoxetine,1018.2,0.93088316,Antidepressants,9.8,4.17,274.24
27,310.2165,Methadone,1022.16,0.934503566,Opioid,9.12,5.01,322.45
27,315.1623,Clomipramine,1016.22,0.929072957,Antidepressants,9.2,4.88,299.69
27,316.1543,Oxycodone,1007.28,0.920899616,Opioid,8.77,1.03,283.21
27,325.1711,Citalopram,1033.14,0.944541964,Antidepressants,9.78,3.76,303.78
27,326.0855,Midazolam,999.3,0.91360395,Anesthetic,6.19,3.97,266.62
27,328.1543,Naloxone,1024.14,0.936313769,Opioid,8.39,1.48,291.96
27,337.2274,Fentanyl,1064.94,0.97361492,Opioid,8.77,3.82,339.46
27,340.2271,Propoxyphene,1044.06,0.954525507,Opioid,9.52,4.9,348.13
27,342.17,Naltrexone,1057.98,0.967251783,Other,9.35,1.27,304.76
27,354.1543,6-acetylmorphine,1043.1,0.953647833,Opioid,9.08,1.31,292.18
27,372.1586,Trazadone,1067.94,0.976357652,Antidepressants,7.09,3.13,326.98
27,388.1586,Flurazepam,1015.2,0.928140428,Sedative,8.71,3.95,346.17
27,399.2278,Mitragynine,1098.78,1.004552935,Opioid,7.04,3.3,376.57
